Date,Location,Latitude,Longitude,Previous GWL (m bgl),Rainfall (mm/day),Temperature (°C),Evaporation (mm/day),Population Density (people/km²),Surface Elevation (m),Land Use,Soil Type,River Distance (km),Tidal Influence (m),Slope (%),Aquifer Type,Irrigation Demand (mm/day),Predicted GWL (m bgl)
2022-06-13,Ballari,15.169437584733174,76.97374907170277,10.01,47.3,36.9,7.8,750,241,Agricultural,Silty,3.6,0.0,3.2,Unconfined,49.2,9.95
2022-06-14,Bengaluru Urban,12.991121643703437,77.5386724664915,21.91,3.4,32.6,4.7,372,232,Urban,Silty,12.5,0.0,2.8,Confined,0.0,22.08
2022-06-15,Hubballi-Dharwad,15.347482149249602,75.09844768240595,19.43,198.9,25.2,5.5,463,110,Urban,Sandy,7.0,0.0,0.8,Unconfined,0.0,15.73
2022-06-16,Belagavi,15.79325215290252,74.52838523501045,26.86,6.4,32.2,8.6,286,262,Urban,Sandy,11.7,0.0,6.3,Unconfined,0.0,27.16
2022-06-17,Ballari,15.122655578890072,77.05005248081672,12.67,199.8,27.6,8.4,469,116,Urban,Silty,19.6,0.0,0.2,Confined,0.0,9.09
2022-06-18,Mysuru,12.26890231050019,76.66662661326706,24.13,124.3,34.4,8.8,382,211,Urban,Silty,3.5,0.0,7.9,Unconfined,0.0,22.08
2022-06-19,Bengaluru Urban,12.968405914113113,77.58853295587917,26.3,0.0,33.4,8.7,590,426,Barren,Silty,12.3,0.0,4.2,Unconfined,0.0,26.73
2022-06-20,Davanagere,14.489050070713137,75.95853869150731,8.13,0.0,32.9,8.4,419,351,Barren,Loam,10.8,0.0,3.8,Unconfined,0.0,8.55
2022-06-21,Ballari,15.114041697335423,76.97726753198356,12.77,0.0,28.1,7.0,275,415,Barren,Clay,9.8,0.0,2.1,Unconfined,0.0,13.12
2022-06-22,Belagavi,15.882289468745306,74.47522916918481,12.22,94.3,27.9,7.7,685,189,Agricultural,Clay,6.0,0.0,2.2,Unconfined,2.0,10.74
2022-06-23,Bengaluru Urban,12.961257422601426,77.65374285347123,29.32,174.5,32.8,8.8,335,435,Forest,Loam,9.2,0.0,9.9,Unconfined,0.0,26.27
2022-06-24,Shivamogga,13.91496068513826,75.57837591161979,11.59,46.5,20.5,4.6,465,395,Forest,Sandy,10.4,0.0,4.7,Unconfined,0.0,10.89
2022-06-25,Shivamogga,14.032316810695189,75.5935544487518,16.89,20.9,30.4,5.9,515,238,Urban,Sandy,1.2,0.0,6.4,Confined,0.0,16.77
2022-06-26,Ballari,15.044459027454094,76.91188126844065,25.38,191.5,34.5,4.0,293,158,Agricultural,Sandy,17.2,0.0,4.1,Unconfined,43.1,22.18
2022-06-27,Tumakuru,13.335511120643456,77.1521387905474,27.53,0.0,33.8,8.3,677,444,Barren,Clay,7.8,0.0,6.0,Unconfined,0.0,27.95
2022-06-28,Bengaluru Urban,13.024244016663099,77.51187638018493,8.74,0.0,23.8,6.5,537,178,Barren,Silty,1.3,0.0,0.9,Unconfined,0.0,9.06
2022-06-29,Belagavi,15.842788852214367,74.47970042654507,23.25,0.0,34.9,5.9,427,246,Barren,Silty,4.9,0.0,9.0,Confined,0.0,23.55
2022-06-30,Bengaluru Urban,12.955173609580944,77.58983415314654,16.08,0.0,36.9,7.7,649,226,Barren,Silty,17.1,0.0,6.6,Unconfined,0.0,16.46
2022-07-01,Hubballi-Dharwad,15.397335776960771,75.1896402344338,21.12,0.0,38.5,6.7,400,466,Barren,Loam,4.6,0.0,3.3,Unconfined,0.0,21.46
2022-07-02,Mysuru,12.303575739139731,76.53538011322348,18.93,0.0,38.8,8.7,263,230,Barren,Silty,17.4,0.0,8.4,Confined,0.0,19.36
2022-07-03,Bengaluru Urban,13.036159572477635,77.55521593806338,6.27,199.8,22.9,4.9,303,424,Urban,Clay,17.3,0.0,9.9,Unconfined,0.0,2.52
2022-07-04,Hubballi-Dharwad,15.418099004369587,75.07752325644648,23.32,0.0,26.9,8.6,508,322,Barren,Loam,8.7,0.0,5.0,Unconfined,0.0,23.75
2022-07-05,Davanagere,14.548807109460476,75.8708205383658,10.24,58.9,32.0,4.4,799,352,Forest,Sandy,2.0,0.0,3.1,Confined,0.0,9.28
2022-07-06,Ballari,15.212953369620008,76.93056143614609,17.04,183.8,39.3,8.1,378,429,Agricultural,Loam,11.6,0.0,5.8,Confined,7.8,13.85
2022-07-07,Mangaluru,12.958284812699455,74.90357852414233,21.91,184.1,21.1,5.7,779,484,Agricultural,Sandy,16.7,0.02,2.4,Confined,17.2,18.69
2022-07-08,Ballari,15.08374269937743,76.92349368994564,22.93,0.0,29.4,8.8,760,150,Barren,Silty,8.5,0.0,10.0,Confined,0.0,23.37
2022-07-09,Mangaluru,12.922641081231019,74.87068057025344,9.27,0.0,31.7,5.4,631,115,Barren,Silty,17.3,0.4,5.0,Unconfined,0.0,9.54
2022-07-10,Davanagere,14.489221920444182,75.86446998337368,5.03,28.3,21.6,8.8,564,485,Agricultural,Clay,19.2,0.0,8.8,Confined,49.4,5.4
2022-07-11,Davanagere,14.505036725987168,75.95856841768921,25.25,121.7,39.2,7.4,646,234,Urban,Silty,10.7,0.0,7.0,Confined,0.0,23.19
2022-07-12,Belagavi,15.859259284239377,74.56266974337626,24.51,0.0,31.4,5.6,776,424,Barren,Sandy,9.5,0.0,2.4,Confined,0.0,24.79
2022-07-13,Mangaluru,13.019095520564381,74.84660288810929,15.16,145.5,23.0,8.6,624,374,Urban,Silty,4.5,-0.95,2.4,Confined,0.0,12.68
2022-07-14,Vijayapura,16.807337776312266,75.71528844823311,12.47,22.3,34.1,8.3,759,101,Agricultural,Clay,9.2,0.0,0.2,Unconfined,32.7,12.77
2022-07-15,Hubballi-Dharwad,15.392045163175228,75.24011976028876,25.2,0.0,26.0,6.9,597,408,Barren,Clay,9.7,0.0,3.0,Unconfined,0.0,25.54
2022-07-16,Hubballi-Dharwad,15.360217616497923,75.13342801029792,26.6,66.6,39.6,5.5,554,368,Agricultural,Loam,14.5,0.0,8.2,Unconfined,42.0,25.96
2022-07-17,Davanagere,14.523288143901533,75.86842015381517,13.76,1.8,23.2,8.8,643,187,Agricultural,Clay,3.9,0.0,8.3,Unconfined,49.6,14.66
2022-07-18,Ballari,15.182356388824967,76.91812937265146,10.58,73.9,21.6,6.4,457,310,Forest,Sandy,2.9,0.0,5.6,Unconfined,0.0,9.42
2022-07-19,Belagavi,15.746954236375327,74.4996708287008,5.99,12.3,36.1,7.5,406,159,Agricultural,Clay,17.8,0.0,8.3,Unconfined,23.8,6.36
2022-07-20,Tumakuru,13.34560019407968,77.10514601588092,21.42,7.2,21.2,7.1,289,139,Forest,Clay,2.6,0.0,2.9,Unconfined,0.0,21.63
2022-07-21,Shivamogga,13.866359011664736,75.56828021739997,23.16,110.2,32.8,7.5,204,163,Agricultural,Silty,4.7,0.0,7.8,Confined,13.1,21.46
2022-07-22,Bengaluru Urban,12.975714033310988,77.64449898492815,23.25,1.9,21.0,7.0,348,144,Forest,Loam,9.2,0.0,1.5,Unconfined,0.0,23.56
2022-07-23,Belagavi,15.793180556968897,74.4647713638212,8.7,161.6,21.5,4.7,214,198,Urban,Loam,13.0,0.0,3.2,Confined,0.0,5.7
2022-07-24,Mysuru,12.30560492718281,76.59356136246899,6.81,186.4,22.1,7.4,719,259,Forest,Silty,6.7,0.0,7.6,Unconfined,0.0,3.45
2022-07-25,Shivamogga,13.996195611026366,75.64610641925618,20.52,121.5,24.7,7.1,471,157,Forest,Sandy,5.7,0.0,9.1,Unconfined,0.0,18.45
2022-07-26,Davanagere,14.435393367943997,75.9443637671344,11.75,161.3,31.9,7.6,468,215,Agricultural,Loam,13.6,0.0,8.6,Unconfined,36.0,9.26
2022-07-27,Bengaluru Urban,12.92555568452791,77.5383752230592,26.94,63.4,29.6,8.7,417,141,Agricultural,Clay,15.9,0.0,2.1,Confined,27.3,26.38
2022-07-28,Mysuru,12.257751569614413,76.71822098513987,5.42,21.2,38.3,4.9,603,207,Forest,Sandy,11.4,0.0,0.3,Confined,0.0,5.24
2022-07-29,Hubballi-Dharwad,15.349033472910337,75.09535083976898,9.23,125.6,35.9,5.7,439,279,Agricultural,Clay,4.6,0.0,6.9,Confined,10.7,7.11
2022-07-30,Hubballi-Dharwad,15.295215598460075,75.1902792506615,29.85,0.0,37.4,5.5,246,106,Barren,Loam,15.8,0.0,5.5,Confined,0.0,30.12
2022-07-31,Hubballi-Dharwad,15.350235072235636,75.09530946465298,12.38,0.0,22.7,6.2,411,181,Barren,Silty,3.4,0.0,2.6,Confined,0.0,12.69
2022-08-01,Davanagere,14.369851781458122,75.8948060210809,14.05,0.0,22.9,8.9,348,206,Barren,Silty,1.2,0.0,6.3,Unconfined,0.0,14.5
2022-08-02,Tumakuru,13.467491323431924,77.05951921946472,17.6,10.3,38.7,8.3,353,448,Forest,Sandy,19.4,0.0,7.8,Unconfined,0.0,17.81
2022-08-03,Tumakuru,13.380180355379391,77.04728717967512,29.08,168.9,24.0,6.0,421,452,Forest,Clay,1.7,0.0,9.1,Unconfined,0.0,26.0
2022-08-04,Mysuru,12.228596440114913,76.6621376297565,23.75,0.0,32.3,9.0,675,401,Barren,Clay,13.5,0.0,7.1,Unconfined,0.0,24.2
2022-08-05,Shivamogga,13.990510853537742,75.55925944249171,19.18,166.0,32.9,4.0,301,306,Agricultural,Sandy,7.3,0.0,8.2,Confined,17.5,16.23
2022-08-06,Bengaluru Urban,12.877643993969183,77.57631361974927,24.15,25.1,22.1,4.4,468,346,Urban,Loam,11.0,0.0,2.9,Unconfined,0.0,23.87
2022-08-07,Mysuru,12.300005809804825,76.63861421751966,20.85,0.0,25.7,5.9,387,314,Barren,Loam,11.5,0.0,1.2,Confined,0.0,21.15
2022-08-08,Bengaluru Urban,12.898858431176276,77.54038443984612,27.87,52.1,31.9,7.5,539,312,Agricultural,Sandy,6.9,0.0,9.6,Unconfined,28.6,27.49
2022-08-09,Davanagere,14.492149296078994,75.96426687046915,19.27,109.6,32.8,4.9,581,200,Agricultural,Loam,14.9,0.0,2.6,Confined,40.0,17.72
2022-08-10,Hubballi-Dharwad,15.423764954024492,75.10291272993426,13.2,143.1,30.6,6.6,325,295,Forest,Silty,15.8,0.0,1.1,Unconfined,0.0,10.67
2022-08-11,Tumakuru,13.423929537685932,77.05337384162338,20.92,133.8,22.6,7.9,766,110,Urban,Silty,6.8,0.0,5.9,Unconfined,0.0,18.64
2022-08-12,Mysuru,12.343951196711188,76.61193609488154,12.91,119.1,39.6,7.3,497,290,Agricultural,Sandy,18.3,0.0,5.4,Unconfined,49.1,11.38
2022-08-13,Tumakuru,13.323319990183409,77.11497980575196,23.83,79.5,28.8,8.3,401,265,Forest,Silty,17.2,0.0,5.1,Confined,0.0,22.65
2022-08-14,Mysuru,12.355422658950042,76.62374881044208,14.91,130.7,24.2,4.1,611,209,Urban,Loam,8.7,0.0,3.5,Confined,0.0,12.5
2022-08-15,Davanagere,14.407871671689666,75.87829632248358,22.19,116.5,38.5,8.8,259,460,Urban,Sandy,8.5,0.0,1.5,Unconfined,0.0,20.3
2022-08-16,Ballari,15.106058564961886,76.85379902848116,12.25,0.0,20.5,5.1,734,357,Barren,Sandy,3.7,0.0,9.7,Confined,0.0,12.51
2022-08-17,Belagavi,15.831331328343326,74.42030024310529,11.52,181.3,37.8,6.2,602,157,Forest,Loam,17.5,0.0,1.0,Unconfined,0.0,8.2
2022-08-18,Hubballi-Dharwad,15.322634203978897,75.06068965541944,27.8,129.6,39.6,6.8,668,481,Urban,Loam,1.2,0.0,4.2,Confined,0.0,25.55
2022-08-19,Shivamogga,13.874156150536125,75.5355864439938,18.4,1.3,32.5,5.4,424,356,Urban,Silty,16.2,0.0,9.1,Unconfined,0.0,18.64
2022-08-20,Ballari,15.140224705086483,76.8960944627317,21.55,0.0,39.8,7.0,681,282,Barren,Loam,7.0,0.0,1.7,Confined,0.0,21.9
2022-08-21,Davanagere,14.504051254885416,75.86092964989669,28.4,29.2,21.3,4.4,480,325,Forest,Sandy,2.7,0.0,0.8,Confined,0.0,28.04
2022-08-22,Bengaluru Urban,13.067647090779507,77.62069253022315,5.57,129.6,21.2,5.7,342,142,Agricultural,Loam,5.9,0.0,2.8,Unconfined,18.8,3.45
2022-08-23,Shivamogga,14.000249812236175,75.5112419062493,26.66,0.0,34.5,7.1,559,437,Barren,Silty,3.5,0.0,3.8,Confined,0.0,27.02
2022-08-24,Mangaluru,12.95516925799515,74.82123339273518,12.19,77.4,23.8,4.9,518,198,Urban,Clay,19.5,0.23,9.8,Confined,0.0,10.89
2022-08-25,Hubballi-Dharwad,15.38365972484538,75.17188782684235,12.73,186.3,22.3,7.1,658,237,Forest,Loam,17.0,0.0,5.5,Unconfined,0.0,9.36
2022-08-26,Hubballi-Dharwad,15.324935617471033,75.09906214435884,10.73,75.1,27.8,5.1,782,342,Agricultural,Sandy,17.5,0.0,5.7,Confined,40.7,9.89
2022-08-27,Bengaluru Urban,13.013081138455437,77.61689158294526,20.7,13.0,22.9,6.0,548,340,Agricultural,Sandy,18.1,0.0,8.9,Confined,46.2,21.2
2022-08-28,Vijayapura,16.83948010504574,75.69076679210598,16.76,28.6,37.7,4.8,610,344,Agricultural,Loam,7.1,0.0,9.4,Unconfined,21.8,16.65
2022-08-29,Davanagere,14.525776650604014,75.88237685014902,9.95,63.5,35.5,5.2,669,359,Forest,Silty,11.7,0.0,6.5,Confined,0.0,8.94
2022-08-30,Davanagere,14.539458744991386,75.90629624308096,10.49,192.7,33.0,7.8,388,203,Agricultural,Loam,4.4,0.0,4.0,Unconfined,28.5,7.31
2022-08-31,Mysuru,12.296761113205879,76.6727615805004,10.92,0.0,21.4,5.3,477,308,Barren,Sandy,14.0,0.0,4.5,Confined,0.0,11.19
2022-09-01,Mangaluru,12.825424363203973,74.79548492324392,16.02,0.0,23.1,7.0,401,231,Barren,Sandy,1.5,0.32,8.8,Unconfined,0.0,16.37
2022-09-02,Tumakuru,13.34109171310795,77.12552639672084,11.42,49.5,27.2,5.9,277,261,Agricultural,Sandy,8.6,0.0,5.9,Confined,25.3,10.98
2022-09-03,Belagavi,15.87509503461338,74.56188748782458,17.17,0.0,27.3,4.5,651,473,Barren,Silty,6.9,0.0,2.3,Confined,0.0,17.4
2022-09-04,Tumakuru,13.24910965960545,77.09419045416088,23.41,0.0,36.2,6.1,465,192,Barren,Sandy,2.5,0.0,0.7,Confined,0.0,23.71
2022-09-05,Vijayapura,16.791243888169163,75.70399616631079,26.08,25.8,20.3,8.8,631,426,Forest,Loam,6.7,0.0,8.2,Unconfined,0.0,26.0
2022-09-06,Tumakuru,13.327450110024008,77.1647487826454,10.91,184.5,36.5,7.8,275,498,Urban,Silty,15.8,0.0,6.2,Unconfined,0.0,7.61
2022-09-07,Mangaluru,12.906722831993555,74.9374437402165,29.65,198.7,35.0,6.5,444,327,Urban,Loam,11.7,-0.89,7.6,Confined,0.0,26.0
2022-09-08,Bengaluru Urban,13.033212500916452,77.61121961268867,21.75,96.9,24.9,6.8,579,328,Urban,Clay,3.2,0.0,5.3,Unconfined,0.0,20.15
2022-09-09,Mysuru,12.284081039181604,76.64347922234623,28.62,122.2,31.8,8.9,374,317,Forest,Loam,8.6,0.0,6.1,Unconfined,0.0,26.62
2022-09-10,Hubballi-Dharwad,15.380406878966218,75.1774765156871,12.83,53.4,34.0,8.6,375,316,Agricultural,Clay,7.0,0.0,2.9,Unconfined,47.0,12.66
2022-09-11,Tumakuru,13.325810299056853,77.17558863610988,26.11,0.0,32.0,6.9,329,266,Barren,Sandy,19.6,0.0,7.8,Unconfined,0.0,26.45
2022-09-12,Mysuru,12.302840502839075,76.61812837809084,28.48,131.6,32.3,6.6,699,142,Forest,Loam,16.8,0.0,7.3,Confined,0.0,26.18
2022-09-13,Vijayapura,16.81893925277148,75.77107826630382,6.56,21.0,20.4,5.5,214,396,Agricultural,Sandy,11.8,0.0,7.2,Confined,40.5,6.82
2022-09-14,Hubballi-Dharwad,15.37851557629486,75.06501900966322,28.0,197.2,34.1,6.1,606,110,Forest,Sandy,8.3,0.0,3.4,Unconfined,0.0,24.36
2022-09-15,Bengaluru Urban,12.935177711712154,77.61134957223923,16.38,86.3,26.6,4.6,494,430,Agricultural,Clay,7.4,0.0,4.6,Confined,40.7,15.29
2022-09-16,Mangaluru,12.911612487554967,74.82437213076348,10.06,0.0,31.8,4.3,479,235,Barren,Silty,13.0,0.73,1.5,Confined,0.0,10.28
2022-09-17,Hubballi-Dharwad,15.411223212048355,75.08987879398835,7.36,0.0,36.8,4.8,373,441,Barren,Silty,4.7,0.0,4.8,Unconfined,0.0,7.6
2022-09-18,Vijayapura,16.810625144051038,75.73124258244562,15.9,172.9,35.3,7.0,513,215,Agricultural,Clay,7.2,0.0,1.2,Confined,6.0,12.85
2022-09-19,Vijayapura,16.817472486600135,75.83111773444385,26.52,6.9,28.1,8.5,726,171,Agricultural,Clay,17.5,0.0,8.8,Confined,41.9,27.23
2022-09-20,Tumakuru,13.357532213876075,77.1211684935416,17.27,131.0,36.6,6.4,669,210,Forest,Clay,19.5,0.0,1.9,Confined,0.0,14.97
2022-09-21,Vijayapura,16.79778419049002,75.68794377849534,13.65,151.2,37.6,5.3,274,469,Urban,Loam,11.8,0.0,6.5,Unconfined,0.0,10.89
2022-09-22,Hubballi-Dharwad,15.31255040544513,75.12317392640672,13.12,0.0,34.9,5.9,427,257,Barren,Sandy,4.1,0.0,2.3,Confined,0.0,13.41
2022-09-23,Mysuru,12.24788490367341,76.69331157015807,5.2,0.0,20.3,8.5,243,471,Barren,Clay,1.2,0.0,9.1,Confined,0.0,5.62
2022-09-24,Shivamogga,13.82597169952847,75.5123400358703,14.21,0.0,32.4,7.5,700,263,Barren,Sandy,2.7,0.0,1.7,Unconfined,0.0,14.59
2022-09-25,Shivamogga,13.902624315430728,75.59905410137662,14.53,134.4,27.6,4.8,418,220,Forest,Loam,10.2,0.0,1.3,Confined,0.0,12.08
2022-09-26,Mangaluru,12.883758165165963,74.85107078520977,21.65,184.7,30.3,6.2,746,123,Urban,Clay,7.6,-0.21,4.2,Confined,0.0,18.27
2022-09-27,Vijayapura,16.77995144777805,75.75674912282422,16.47,67.3,32.8,7.2,388,383,Agricultural,Silty,7.4,0.0,0.5,Confined,32.4,15.81
2022-09-28,Belagavi,15.860776792119031,74.51406746363483,29.05,0.0,35.2,6.9,712,348,Barren,Loam,10.2,0.0,8.9,Unconfined,0.0,29.39
2022-09-29,Tumakuru,13.34718964626665,77.14822703593462,29.91,0.0,28.9,5.5,504,330,Barren,Sandy,6.0,0.0,3.5,Unconfined,0.0,30.18
2022-09-30,Ballari,15.258879307995832,76.87222656091062,20.46,0.0,37.0,4.8,363,418,Barren,Loam,14.5,0.0,4.6,Unconfined,0.0,20.7
2022-10-01,Mangaluru,12.94973556729079,74.88338433304935,29.46,15.7,35.2,4.2,746,235,Agricultural,Silty,2.1,-0.26,6.0,Unconfined,13.5,29.49
2022-10-02,Belagavi,15.874559273238145,74.4267267085586,9.71,0.0,27.4,6.8,330,217,Barren,Clay,5.8,0.0,4.7,Confined,0.0,10.05
2022-10-03,Davanagere,14.395792668473367,75.88398171236722,17.73,179.9,36.7,7.6,248,353,Forest,Clay,15.4,0.0,4.1,Unconfined,0.0,14.51
2022-10-04,Davanagere,14.476565079759366,76.01279126747562,11.07,0.0,32.0,8.0,498,420,Barren,Sandy,16.1,0.0,7.9,Confined,0.0,11.47
2022-10-05,Bengaluru Urban,13.013805058732185,77.63489915212917,13.95,198.5,28.2,5.3,249,228,Agricultural,Clay,17.0,0.0,1.4,Unconfined,43.4,10.68
2022-10-06,Tumakuru,13.35954955740805,77.01018874461538,22.25,132.1,30.0,8.2,304,470,Agricultural,Clay,18.6,0.0,6.2,Unconfined,47.1,20.49
2022-10-07,Mysuru,12.400408491687825,76.63685141600062,5.05,99.9,20.2,5.2,325,379,Agricultural,Clay,13.2,0.0,3.0,Confined,42.3,3.73
2022-10-08,Davanagere,14.493120995064816,75.95897094163324,21.1,173.1,38.3,4.5,607,422,Agricultural,Silty,15.0,0.0,8.2,Unconfined,44.3,18.31
2022-10-09,Ballari,15.06633703579106,76.89913776006941,28.12,119.3,39.3,8.1,347,299,Urban,Sandy,11.1,0.0,7.0,Confined,0.0,26.14
2022-10-10,Vijayapura,16.85049104701482,75.7221237571766,26.32,139.4,35.2,7.0,304,359,Agricultural,Sandy,5.2,0.0,3.2,Confined,48.2,24.36
2022-10-11,Davanagere,14.472654947069378,75.92658382194486,29.24,163.5,38.5,4.3,689,329,Forest,Loam,17.7,0.0,0.8,Confined,0.0,26.18
2022-10-12,Mysuru,12.359668560396456,76.68477956708313,12.82,79.4,36.2,5.9,647,350,Urban,Silty,8.5,0.0,6.5,Confined,0.0,11.53
2022-10-13,Belagavi,15.844323439418314,74.57036378976655,12.68,197.2,28.0,8.9,565,121,Forest,Silty,7.4,0.0,8.2,Confined,0.0,9.18
2022-10-14,Ballari,15.137876314976111,76.90243177650501,22.36,152.9,24.1,6.5,738,359,Forest,Clay,9.5,0.0,3.4,Confined,0.0,19.63
2022-10-15,Bengaluru Urban,12.930029702224386,77.61605800000503,20.82,0.0,30.0,7.5,380,478,Barren,Silty,19.2,0.0,1.7,Confined,0.0,21.2
2022-10-16,Vijayapura,16.901049857247394,75.72450978852632,10.19,46.9,26.9,4.5,499,333,Urban,Silty,15.8,0.0,7.7,Confined,0.0,9.48
2022-10-17,Mysuru,12.367674185001915,76.65774985793405,6.69,69.8,32.3,6.8,528,367,Forest,Sandy,10.9,0.0,8.7,Unconfined,0.0,5.63
2022-10-18,Hubballi-Dharwad,15.424394017478201,75.12522995936754,9.06,177.8,35.8,4.3,420,355,Agricultural,Loam,12.4,0.0,7.0,Confined,24.9,5.97
2022-10-19,Mysuru,12.378999216875929,76.62484784721852,21.35,0.0,37.5,6.6,794,458,Barren,Clay,16.5,0.0,2.9,Unconfined,0.0,21.68
2022-10-20,Vijayapura,16.753132336356344,75.80555289411986,27.1,43.4,39.7,8.5,771,123,Forest,Loam,19.1,0.0,8.2,Confined,0.0,26.66
2022-10-21,Belagavi,15.86936240500325,74.5494651186153,25.56,87.4,31.8,6.2,719,224,Agricultural,Loam,5.4,0.0,0.1,Unconfined,10.6,24.23
2022-10-22,Mangaluru,12.909112956010325,74.87739567586027,9.03,83.3,37.3,6.8,421,250,Forest,Sandy,6.1,-0.12,0.8,Confined,0.0,7.7
2022-10-23,Bengaluru Urban,12.91920114591902,77.62243951945622,15.68,134.7,20.4,4.5,221,441,Agricultural,Loam,13.1,0.0,9.7,Unconfined,39.9,13.61
2022-10-24,Vijayapura,16.777381310688813,75.75313421148151,8.34,134.2,39.9,6.0,349,222,Urban,Sandy,16.4,0.0,1.8,Unconfined,0.0,5.96
2022-10-25,Hubballi-Dharwad,15.363094469056838,75.06859474944594,18.76,198.5,27.6,8.8,553,211,Forest,Sandy,15.4,0.0,6.4,Unconfined,0.0,15.23
2022-10-26,Mysuru,12.26772905490024,76.65473502686305,8.53,67.2,28.3,7.3,684,397,Forest,Clay,16.8,0.0,0.9,Confined,0.0,7.55
2022-10-27,Shivamogga,13.894608920614559,75.62805498346421,5.63,156.3,25.4,6.7,614,161,Urban,Loam,1.7,0.0,5.2,Unconfined,0.0,2.84
2022-10-28,Mangaluru,12.990571334170859,74.83610280668711,11.07,59.8,32.6,6.7,300,179,Urban,Sandy,2.4,0.85,5.1,Confined,0.0,10.21
2022-10-29,Mysuru,12.336175940826125,76.62011581246644,14.25,79.4,33.2,7.3,708,440,Forest,Sandy,16.2,0.0,7.6,Unconfined,0.0,13.03
2022-10-30,Tumakuru,13.361736520317871,77.1614966727415,18.72,27.7,38.8,8.8,462,404,Urban,Clay,9.3,0.0,1.0,Unconfined,0.0,18.61
2022-10-31,Davanagere,14.431808398943682,75.96324740818908,5.46,61.0,26.0,7.5,349,243,Urban,Clay,3.7,0.0,3.1,Confined,0.0,4.62
2022-11-01,Bengaluru Urban,13.070201059818082,77.61748887413701,8.7,156.2,20.5,4.1,527,434,Agricultural,Sandy,2.8,0.0,7.3,Confined,46.7,6.25
2022-11-02,Shivamogga,13.939936840477214,75.60846261940407,9.53,42.8,38.4,5.4,292,481,Urban,Sandy,2.8,0.0,8.4,Confined,0.0,8.94
2022-11-03,Belagavi,15.845145345723234,74.59991305508052,16.99,6.4,37.1,5.8,285,346,Agricultural,Clay,16.2,0.0,3.9,Confined,29.5,17.45
2022-11-04,Vijayapura,16.796500023520764,75.66619989250131,6.57,0.0,22.3,6.7,316,136,Barren,Silty,11.2,0.0,6.3,Confined,0.0,6.91
2022-11-05,Mangaluru,12.901876545328848,74.82774351364192,11.19,0.0,30.7,6.2,401,349,Barren,Sandy,6.4,-0.02,4.3,Unconfined,0.0,11.5
2022-11-06,Davanagere,14.497485564243023,75.91027297589227,17.74,85.9,32.3,6.1,267,182,Agricultural,Loam,10.9,0.0,9.3,Confined,49.0,16.82
2022-11-07,Ballari,15.164170747652571,76.89224693183456,14.04,139.4,22.8,8.6,654,371,Forest,Silty,10.5,0.0,10.0,Unconfined,0.0,11.68
2022-11-08,Belagavi,15.785960215262223,74.45867058677818,16.16,158.8,36.0,4.1,610,284,Forest,Clay,13.4,0.0,5.0,Confined,0.0,13.19
2022-11-09,Shivamogga,13.902813764281625,75.59965695386329,17.92,178.5,25.7,7.7,609,293,Agricultural,Clay,19.5,0.0,0.7,Unconfined,25.7,14.99
2022-11-10,Ballari,15.029588822476393,76.94888557693011,20.91,185.5,31.7,9.0,516,475,Forest,Clay,13.4,0.0,6.3,Confined,0.0,17.65
2022-11-11,Shivamogga,13.804796514765933,75.56236714205801,14.97,36.5,20.3,5.1,539,319,Urban,Silty,9.2,0.0,6.9,Unconfined,0.0,14.5
2022-11-12,Shivamogga,13.93228045890675,75.56090361858341,5.38,0.0,38.9,6.1,595,237,Barren,Silty,15.2,0.0,3.7,Unconfined,0.0,5.68
2022-11-13,Shivamogga,13.991097940810315,75.58397485216467,19.43,0.0,26.8,4.4,744,204,Barren,Sandy,16.2,0.0,8.4,Confined,0.0,19.65
2022-11-14,Davanagere,14.407090158257741,75.92632085398684,17.72,0.0,35.2,7.6,656,472,Barren,Silty,2.4,0.0,6.7,Unconfined,0.0,18.1
2022-11-15,Belagavi,15.832014113778746,74.57343756248736,24.26,0.0,30.1,8.3,667,232,Barren,Sandy,7.9,0.0,4.4,Confined,0.0,24.68
2022-11-16,Mangaluru,12.858791107383347,74.82773390480712,16.56,141.7,21.0,9.0,323,445,Urban,Silty,3.2,-0.83,0.1,Confined,0.0,14.18
2022-11-17,Belagavi,15.859146640981406,74.52653188078375,5.26,143.6,34.7,4.7,685,185,Agricultural,Loam,7.0,0.0,1.8,Unconfined,13.1,2.75
2022-11-18,Ballari,15.130999925056958,76.8805119631006,26.13,189.4,23.1,5.1,364,448,Forest,Sandy,5.7,0.0,6.2,Unconfined,0.0,22.6
2022-11-19,Shivamogga,13.939308036731585,75.5130937287251,6.83,0.0,34.6,4.0,416,344,Barren,Sandy,6.9,0.0,3.2,Confined,0.0,7.03
2022-11-20,Vijayapura,16.81475787248008,75.65761501794817,15.83,129.2,27.6,5.4,694,481,Agricultural,Sandy,4.7,0.0,7.1,Confined,8.3,13.6
2022-11-21,Vijayapura,16.769170790835023,75.70633301837364,8.97,150.2,38.2,6.8,512,216,Forest,Loam,13.9,0.0,8.1,Confined,0.0,6.31
2022-11-22,Davanagere,14.501394311138515,75.87069710979239,21.8,94.4,22.2,4.5,466,423,Urban,Clay,10.4,0.0,0.7,Unconfined,0.0,20.14
2022-11-23,Tumakuru,13.414354860377685,77.18672678919427,26.34,198.5,24.8,5.7,228,376,Urban,Silty,12.6,0.0,2.3,Confined,0.0,22.66
